# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-28 15:06:20 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08173900 Guadalupe Rv at Gonzales, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08173900
#            TS   parameter     statistic     Description
#        136613       00065     00003     Gage height, feet (Mean)
#        136614       00060     00003     Discharge, cubic feet per second (Mean)
#        173853       00060     00001     Discharge, cubic feet per second (Maximum)
#        173854       00060     00002     Discharge, cubic feet per second (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=08173900&ts_ids=136614,173853,173854,136613]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	136613_00065_00003	136613_00065_00003_cd	136614_00060_00003	136614_00060_00003_cd	173853_00060_00001	173853_00060_00001_cd	173854_00060_00002	173854_00060_00002_cd
USGS	08173900	2020-04-18	11.64	A	489	A	849	A	102	A
USGS	08173900	2020-04-19	12.17	A	754	A	1070	A	490	A
USGS	08173900	2020-04-20	12.04	A	679	A	860	A	294	A
USGS	08173900	2020-04-21	11.50	A	401	A	740	A	119	A
USGS	08173900	2020-04-22	12.18	A	757	A	1120	A	523	A
USGS	08173900	2020-04-23	11.87	A	595	A	907	A	135	A
USGS	08173900	2020-04-24	11.98	A	650	A	989	A	206	A
USGS	08173900	2020-04-25	11.78	A	548	A	896	A	174	A
USGS	08173900	2020-04-26	11.90	A	600	A	906	A	392	A
USGS	08173900	2020-04-27	11.91	A	608	A	922	A	351	A
USGS	08173900	2020-04-28	11.69	A	487	A	644	A	277	A
USGS	08173900	2020-04-29	11.84	A	571	A	622	A	529	A
USGS	08173900	2020-04-30	11.81	A	553	A	675	A	285	A
USGS	08173900	2020-05-01	11.97	A	637	A	808	A	494	A
USGS	08173900	2020-05-02	11.96	A	635	A	779	A	414	A
USGS	08173900	2020-05-03	11.86	A	580	A	647	A	413	A
USGS	08173900	2020-05-04	11.76	A	528	A	700	A	258	A
USGS	08173900	2020-05-05	11.74	A	515	A	615	A	297	A
USGS	08173900	2020-05-06	11.63	A	462	A	554	A	179	A
USGS	08173900	2020-05-07	11.56	A	430	A	598	A	154	A
USGS	08173900	2020-05-08	11.82	A	560	A	851	A	172	A
USGS	08173900	2020-05-09	11.46	A	381	A	485	A	122	A
USGS	08173900	2020-05-10	11.87	A	590	A	945	A	200	A
USGS	08173900	2020-05-11	11.46	A	397	A	838	A	106	A
USGS	08173900	2020-05-12	12.09	A	739	A	2670	A	457	A
USGS	08173900	2020-05-13	15.25	A	2840	A	3710	A	2110	A
USGS	08173900	2020-05-14	17.97	A	4730	A	5120	A	3710	A
USGS	08173900	2020-05-15	15.75	A	3190	A	4500	A	2170	A
USGS	08173900	2020-05-16	14.16	A	2090	A	2240	A	1950	A
USGS	08173900	2020-05-17	15.04	A	2710	A	3020	A	1990	A
USGS	08173900	2020-05-18	13.93	A	1930	A	2470	A	1520	A
USGS	08173900	2020-05-19	13.14	A	1360	A	1530	A	1110	A
USGS	08173900	2020-05-20	12.87	A	1180	A	1220	A	1110	A
USGS	08173900	2020-05-21	12.76	A	1100	A	1160	A	732	A
USGS	08173900	2020-05-22	12.51	A	948	A	1050	A	564	A
USGS	08173900	2020-05-23	12.39	A	880	A	933	A	436	A
USGS	08173900	2020-05-24	12.26	A	806	A	909	A	473	A
USGS	08173900	2020-05-25	12.67	A	1070	A	2660	A	534	A
USGS	08173900	2020-05-26	17.98	A	4750	A	5260	A	2660	A
USGS	08173900	2020-05-27	17.33	A	4280	A	4920	A	3260	A
USGS	08173900	2020-05-28	14.74	A	2500	A	3260	A	2200	A
USGS	08173900	2020-05-29	14.14	A	2080	A	2260	A	1710	A
USGS	08173900	2020-05-30	13.34	A	1510	A	1710	A	1150	A
USGS	08173900	2020-05-31	12.92	A	1210	A	1340	A	875	A
USGS	08173900	2020-06-01	12.88	A	1180	A	1250	A	829	A
USGS	08173900	2020-06-02	12.83	A	1150	A	1200	A	828	A
USGS	08173900	2020-06-03	12.65	A	1040	A	1150	A	743	A
USGS	08173900	2020-06-04	12.57	A	991	A	1110	A	547	A
USGS	08173900	2020-06-05	12.55	A	977	A	1080	A	586	A
USGS	08173900	2020-06-06	12.39	A	882	A	938	A	360	A
USGS	08173900	2020-06-07	12.29	A	826	A	938	A	308	A
USGS	08173900	2020-06-08	12.22	A	784	A	1160	A	451	A
USGS	08173900	2020-06-09	12.31	A	837	A	907	A	466	A
USGS	08173900	2020-06-10	12.08	A	706	A	973	A	339	A
USGS	08173900	2020-06-11	12.20	A	775	A	918	A	402	A
USGS	08173900	2020-06-12	12.01	A	667	A	893	A	397	A
USGS	08173900	2020-06-13	11.84	A	575	A	887	A	497	A
USGS	08173900	2020-06-14	12.10	A	717	A	887	A	337	A
USGS	08173900	2020-06-15	11.91	A	616	A	892	A	244	A
USGS	08173900	2020-06-16	11.84	A	574	A	862	A	327	A
USGS	08173900	2020-06-17	11.96	A	641	A	897	A	332	A
USGS	08173900	2020-06-18	11.99	A	657	A	921	A	457	A
USGS	08173900	2020-06-19	11.93	A	627	A	908	A	441	A
USGS	08173900	2020-06-20	11.87	A	592	A	866	A	539	A
USGS	08173900	2020-06-21	11.93	A	623	A	889	A	539	A
USGS	08173900	2020-06-22	11.93	A	629	A	901	A	550	A
USGS	08173900	2020-06-23	11.90	A	610	A	900	A	373	A
USGS	08173900	2020-06-24	11.93	A	627	A	882	A	433	A
USGS	08173900	2020-06-25	12.03	A	683	A	899	A	475	A
USGS	08173900	2020-06-26	12.05	A	695	A	910	A	375	A
USGS	08173900	2020-06-27	12.09	A	718	A	944	A	350	A
USGS	08173900	2020-06-28	12.01	A	672	A	919	A	343	A
USGS	08173900	2020-06-29	11.99	A	660	A	928	A	475	A
USGS	08173900	2020-06-30	13.26	A	1480	A	1900	A	536	A
USGS	08173900	2020-07-01	13.01	A	1290	A	1650	A	992	A
USGS	08173900	2020-07-02	12.49	A	950	A	1120	A	619	A
USGS	08173900	2020-07-03	12.29	A	836	A	970	A	536	A
USGS	08173900	2020-07-04	12.10	A	727	A	938	A	557	A
USGS	08173900	2020-07-05	12.04	A	689	A	734	A	493	A
USGS	08173900	2020-07-06	12.09	A	725	A	1030	A	342	A
USGS	08173900	2020-07-07	11.91	A	622	A	933	A	400	A
USGS	08173900	2020-07-08	11.78	A	562	A	961	A	184	A
USGS	08173900	2020-07-09	11.53	A	425	A	550	A	198	A
USGS	08173900	2020-07-10	11.95	A	652	A	1010	A	480	A
USGS	08173900	2020-07-11	11.76	A	553	A	920	A	160	A
USGS	08173900	2020-07-12	11.37	A	358	A	584	A	132	A
USGS	08173900	2020-07-13	11.79	A	564	A	995	A	377	A
USGS	08173900	2020-07-14	11.68	A	503	A	546	A	313	A
USGS	08173900	2020-07-15	11.59	A	468	A	883	A	146	A
USGS	08173900	2020-07-16	11.54	A	449	A	929	A	142	A
USGS	08173900	2020-07-17	11.54	A	453	A	897	A	134	A
USGS	08173900	2020-07-18	11.45	A	410	A	884	A	118	A
USGS	08173900	2020-07-19	11.44	A	401	A	882	A	123	A
USGS	08173900	2020-07-20	11.35	A	355	A	559	A	128	A
USGS	08173900	2020-07-21	11.61	A	482	A	891	A	185	A
USGS	08173900	2020-07-22	11.40	A	385	A	836	A	117	A
USGS	08173900	2020-07-23	11.35	A	362	A	834	A	110	A
USGS	08173900	2020-07-24	11.38	A	379	A	874	A	110	A
USGS	08173900	2020-07-25	11.40	A	388	A	837	A	100	A
USGS	08173900	2020-07-26	11.38	A	381	A	830	A	102	A
USGS	08173900	2020-07-27	11.45	A	411	A	834	A	113	A
USGS	08173900	2020-07-28	11.43	A	404	A	855	A	112	A
USGS	08173900	2020-07-29	11.45	A	414	A	854	A	117	A
USGS	08173900	2020-07-30	11.44	A	410	A	858	A	123	A
USGS	08173900	2020-07-31	11.25	A	313	A	514	A	119	A
USGS	08173900	2020-08-01	11.66	A	508	A	866	A	327	A
USGS	08173900	2020-08-02	11.30	A	337	A	465	A	91.0	A
USGS	08173900	2020-08-03	11.35	A	360	A	519	A	104	A
USGS	08173900	2020-08-04	11.42	A	396	A	558	A	127	A
USGS	08173900	2020-08-05	11.43	A	401	A	556	A	127	A
USGS	08173900	2020-08-06	11.43	A	403	A	537	A	113	A
USGS	08173900	2020-08-07	11.47	A	422	A	529	A	125	A
USGS	08173900	2020-08-08	11.45	A	412	A	522	A	121	A
USGS	08173900	2020-08-09	11.23	A	309	A	522	A	117	A
USGS	08173900	2020-08-10	11.50	A	428	A	603	A	306	A
USGS	08173900	2020-08-11	11.32	A	357	A	512	A	106	A
USGS	08173900	2020-08-12	11.42	A	396	A	499	A	91.4	A
USGS	08173900	2020-08-13	11.29	A	343	A	508	A	90.6	A
USGS	08173900	2020-08-14	11.31	A	354	A	512	A	113	A
USGS	08173900	2020-08-15	11.34	A	366	A	505	A	109	A
USGS	08173900	2020-08-16	11.39	A	386	A	493	A	99.3	A
USGS	08173900	2020-08-17	11.32	A	361	A	486	A	95.8	A
USGS	08173900	2020-08-18	11.34	A	372	A	512	A	86.8	A
USGS	08173900	2020-08-19	11.38	A	388	A	537	A	132	A
USGS	08173900	2020-08-20	11.35	A	376	A	557	A	140	A
USGS	08173900	2020-08-21	11.27	A	339	A	508	A	108	A
USGS	08173900	2020-08-22	11.33	A	363	A	516	A	109	A
USGS	08173900	2020-08-23	11.36	A	377	A	485	A	104	A
USGS	08173900	2020-08-24	11.39	A	392	A	574	A	118	A
USGS	08173900	2020-08-25	11.37	A	384	A	570	A	116	A
USGS	08173900	2020-08-26	11.39	A	389	A	579	A	146	A
USGS	08173900	2020-08-27	11.33	A	366	A	546	A	128	A
USGS	08173900	2020-08-28	11.31	A	355	A	503	A	105	A
USGS	08173900	2020-08-29	11.36	A	378	A	492	A	109	A
USGS	08173900	2020-08-30	11.30	A	353	A	472	A	99.0	A
USGS	08173900	2020-08-31	11.27	A	339	A	467	A	94.8	A
USGS	08173900	2020-09-01	11.25	A	328	A	455	A	85.1	A
USGS	08173900	2020-09-02	11.05	A	248	A	499	A	84.3	A
USGS	08173900	2020-09-03	11.31	A	353	A	469	A	90.2	A
USGS	08173900	2020-09-04	11.31	A	354	A	533	A	97.2	A
USGS	08173900	2020-09-05	11.39	A	391	A	469	A	104	A
USGS	08173900	2020-09-06	11.93	A	670	A	767	A	462	A
USGS	08173900	2020-09-07	11.92	A	662	A	733	A	596	A
USGS	08173900	2020-09-08	11.74	A	569	A	645	A	538	A
USGS	08173900	2020-09-09	11.88	A	645	A	782	A	490	A
USGS	08173900	2020-09-10	12.41	A	977	A	1930	A	572	A
USGS	08173900	2020-09-11	14.04	A	2070	A	2440	A	1360	A
USGS	08173900	2020-09-12	12.85	A	1230	A	1600	A	856	A
USGS	08173900	2020-09-13	12.21	A	827	A	1030	A	494	A
USGS	08173900	2020-09-14	12.10	A	766	A	984	A	592	A
USGS	08173900	2020-09-15	11.97	A	695	A	1040	A	326	A
USGS	08173900	2020-09-16	11.98	A	700	A	1060	A	347	A
USGS	08173900	2020-09-17	11.86	A	635	A	978	A	293	A
USGS	08173900	2020-09-18	11.80	A	602	A	928	A	265	A
USGS	08173900	2020-09-19	11.70	A	546	A	589	A	503	A
USGS	08173900	2020-09-20	11.68	A	533	A	564	A	488	A
USGS	08173900	2020-09-21	11.60	A	500	A	910	A	169	A
USGS	08173900	2020-09-22	11.61	A	508	A	883	A	153	A
USGS	08173900	2020-09-23	11.36	A	385	A:e	583	A:e	125	A:e
USGS	08173900	2020-09-24	11.30	A	360	A:e	815	A:e	90.0	A:e
USGS	08173900	2020-09-25	11.84	A	623	A:e	899	A:e	399	A:e
USGS	08173900	2020-09-26	11.70	A	559	A:e	1010	A:e	188	A:e
USGS	08173900	2020-09-27	11.61	A	514	A:e	753	A:e	153	A:e
USGS	08173900	2020-09-28	11.62	A	512	A:e	839	A:e	202	A:e
USGS	08173900	2020-09-29	11.58	A	497	A:e	908	A:e	95.6	A:e
USGS	08173900	2020-09-30	11.40	A	411	A:e	914	A:e	50.9	A:e
USGS	08173900	2020-10-01			315	A:e	785	A:e	23.1	A:e
USGS	08173900	2020-10-02	11.19	A	310	A:e	665	A:e	51.6	A:e
USGS	08173900	2020-10-03	10.98	A	219	A:e	463	A:e	54.3	A:e
USGS	08173900	2020-10-04	11.34	A	373	A:e	668	A:e	92.1	A:e
USGS	08173900	2020-10-05	11.37	A	396	A:e	830	A:e	92.1	A:e
USGS	08173900	2020-10-06	11.42	A	421	A:e	827	A:e	104	A:e
USGS	08173900	2020-10-07	11.41	A	411	A:e	573	A	117	A:e
USGS	08173900	2020-10-08	11.39	A	404	A	604	A	122	A
USGS	08173900	2020-10-09	11.42	A	419	A	644	A	153	A
USGS	08173900	2020-10-10	11.59	A	487	A	707	A	317	A
USGS	08173900	2020-10-11	11.60	A	508	A	917	A	155	A
USGS	08173900	2020-10-12	11.44	A	428	A	613	A	128	A
USGS	08173900	2020-10-13	11.31	A	358	A	596	A	109	A
USGS	08173900	2020-10-14	11.55	A	462	A	538	A	409	A
USGS	08173900	2020-10-15	11.49	A	430	A	475	A	401	A
USGS	08173900	2020-10-16	11.62	A	502	A	681	A	385	A
USGS	08173900	2020-10-17	11.33	A	374	A	616	A	129	A
USGS	08173900	2020-10-18	11.49	A	437	A	683	A	214	A
USGS	08173900	2020-10-19	11.52	A	465	A	613	A	141	A
USGS	08173900	2020-10-20	11.39	A	390	A	617	A	150	A
USGS	08173900	2020-10-21	11.70	A	543	A	936	A	358	A
USGS	08173900	2020-10-22	11.30	A	355	A	645	A	128	A
USGS	08173900	2020-10-23	11.70	A	541	A	730	A	309	A
USGS	08173900	2020-10-24	11.66	A	526	A	664	A	199	A
USGS	08173900	2020-10-25	11.62	A	505	A	656	A	198	A
USGS	08173900	2020-10-26	11.63	A	513	A	719	A	144	A
USGS	08173900	2020-10-27	11.68	A	536	A	719	A	219	A
USGS	08173900	2020-10-28	11.69	A	536	A	674	A	202	A
USGS	08173900	2020-10-29	11.68	A	535	A	716	A	186	A
USGS	08173900	2020-10-30	11.70	A	543	A	775	A	223	A
USGS	08173900	2020-10-31	11.71	A	545	A	740	A	206	A
USGS	08173900	2020-11-01	11.72	A	553	A	651	A	182	A
USGS	08173900	2020-11-02	11.60	A	495	A	981	A	182	A
USGS	08173900	2020-11-03	11.72	A	558	A	973	A	163	A
USGS	08173900	2020-11-04	11.40	A	396	A	652	A	152	A
USGS	08173900	2020-11-05	11.69	A	525	A	698	A	366	A
USGS	08173900	2020-11-06	11.79	A	584	A	644	A	478	A
USGS	08173900	2020-11-07	11.21	A	300	A	562	A	102	A
USGS	08173900	2020-11-08	11.57	A	462	A	677	A	367	A
USGS	08173900	2020-11-09	11.62	A	494	A	655	A	189	A
USGS	08173900	2020-11-10	11.52	A	441	A	627	A	211	A
USGS	08173900	2020-11-11	11.84	A	609	A	772	A	460	A
USGS	08173900	2020-11-12	11.37	A	377	A	624	A	147	A
USGS	08173900	2020-11-13	11.42	A	389	A	575	A	171	A
USGS	08173900	2020-11-14	11.40	A	379	A	499	A	117	A
USGS	08173900	2020-11-15	11.35	A	357	A	475	A	113	A
USGS	08173900	2020-11-16	11.24	A	314	A	506	A	66.6	A
USGS	08173900	2020-11-17	11.36	A	364	A	606	A	63.4	A
USGS	08173900	2020-11-18	11.73	A	545	A	727	A	398	A
USGS	08173900	2020-11-19	11.45	A	408	A	560	A	134	A
USGS	08173900	2020-11-20	11.31	A	347	A	545	A	118	A
USGS	08173900	2020-11-21	11.46	A	404	A	551	A	204	A
USGS	08173900	2020-11-22	11.75	A	552	A	755	A	458	A
USGS	08173900	2020-11-23	11.72	A	547	A	711	A	200	A
USGS	08173900	2020-11-24	11.71	A	539	A	746	A	226	A
USGS	08173900	2020-11-25	11.64	A	504	A	736	A	197	A
USGS	08173900	2020-11-26	11.88	A	625	A	668	A	565	A
USGS	08173900	2020-11-27	11.61	A	492	A	654	A	184	A
USGS	08173900	2020-11-28	11.87	A	625	A	662	A	581	A
USGS	08173900	2020-11-29	11.91	A	645	A	721	A	501	A
USGS	08173900	2020-11-30	12.09	A	751	A	1200	A	383	A
USGS	08173900	2020-12-01	11.70	A	541	A	1050	A	191	A
USGS	08173900	2020-12-02	11.76	A	568	A	733	A	236	A
USGS	08173900	2020-12-03	11.86	A	620	A	712	A	212	A
USGS	08173900	2020-12-04	11.80	A	595	A	1080	A	220	A
USGS	08173900	2020-12-05	11.62	A	494	A	878	A	245	A
USGS	08173900	2020-12-06	11.90	A	639	A	809	A	460	A
USGS	08173900	2020-12-07	11.66	A	518	A	668	A	203	A
USGS	08173900	2020-12-08	11.87	A	623	A	817	A	473	A
USGS	08173900	2020-12-09	11.74	A	558	A	760	A	228	A
USGS	08173900	2020-12-10	11.74	A	558	A	747	A	226	A
USGS	08173900	2020-12-11	11.78	A	580	A	673	A	226	A
USGS	08173900	2020-12-12	11.79	A	587	A	851	A	234	A
USGS	08173900	2020-12-13	11.87	A	627	A	711	A	224	A
USGS	08173900	2020-12-14	11.84	A	615	A	859	A	216	A
USGS	08173900	2020-12-15	11.97	A	682	A	800	A	337	A
USGS	08173900	2020-12-16	11.94	A	665	A	785	A	322	A
USGS	08173900	2020-12-17	12.01	A	704	A	777	A	317	A
USGS	08173900	2020-12-18	11.85	A	620	A	936	A	313	A
USGS	08173900	2020-12-19	12.13	A	766	A	825	A	710	A
USGS	08173900	2020-12-20	11.96	A	678	A	763	A	192	A
USGS	08173900	2020-12-21	11.74	A	568	A	959	A	115	A
USGS	08173900	2020-12-22	11.99	A	694	A	845	A	473	A
USGS	08173900	2020-12-23	11.19	A	296	A	483	A	100	A
USGS	08173900	2020-12-24	11.41	A	380	A	433	A	274	A
USGS	08173900	2020-12-25	11.59	A	475	A	619	A	379	A
USGS	08173900	2020-12-26	11.64	A	503	A	515	A	491	A
USGS	08173900	2020-12-27	11.57	A	469	A	516	A	115	A
USGS	08173900	2020-12-28	11.33	A	369	A	593	A	109	A
USGS	08173900	2020-12-29	11.59	A	479	A	529	A	145	A
USGS	08173900	2020-12-30	11.45	A	413	A	649	A	138	A
USGS	08173900	2020-12-31	11.70	A	539	A	568	A	521	A
USGS	08173900	2021-01-01	11.91	A	649	A	727	A	568	A
USGS	08173900	2021-01-02	12.14	A	781	A	866	A	634	A
USGS	08173900	2021-01-03	11.74	A	560	A	634	A	268	A
USGS	08173900	2021-01-04	11.82	A	603	A	905	A	321	A
USGS	08173900	2021-01-05	11.67	A	531	A	880	A	188	A
USGS	08173900	2021-01-06	11.61	A	502	A	919	A	173	A
USGS	08173900	2021-01-07	11.68	A	542	A	925	A	173	A
USGS	08173900	2021-01-08	11.77	A	589	A	930	A	214	A
USGS	08173900	2021-01-09	11.52	A	456	A	690	A	152	A
USGS	08173900	2021-01-10	11.74	A	560	A	579	A	544	A
USGS	08173900	2021-01-11	11.93	A	664	A	930	A	526	A
USGS	08173900	2021-01-12	11.86	A	623	A	722	A	526	A
USGS	08173900	2021-01-13	12.07	A	743	A	959	A	625	A
USGS	08173900	2021-01-14	11.69	A	550	A	947	A	162	A
USGS	08173900	2021-01-15	11.69	A	548	A	947	A	172	A
USGS	08173900	2021-01-16	11.64	A	522	A	959	A	165	A
USGS	08173900	2021-01-17	11.82	A	616	A	977	A	190	A
USGS	08173900	2021-01-18	11.65	A	527	A	964	A	165	A
USGS	08173900	2021-01-19	11.40	A	397	A	619	A	158	A
USGS	08173900	2021-01-20	11.90	A	651	A	1040	A	474	A
USGS	08173900	2021-01-21	11.74	A	580	A	988	A	168	A
USGS	08173900	2021-01-22	11.66	A	524	A	964	A	182	A
USGS	08173900	2021-01-23	11.77	A	582	A	1070	A	193	A
USGS	08173900	2021-01-24	11.81	A	603	A	1030	A	212	A
USGS	08173900	2021-01-25	11.71	A	553	A	999	A	181	A
USGS	08173900	2021-01-26	11.40	A	399	A	591	A	164	A
USGS	08173900	2021-01-27	11.54	A	457	A	703	A	185	A
USGS	08173900	2021-01-28	11.59	A	487	A	664	A	188	A
USGS	08173900	2021-01-29	11.72	A	551	A	601	A	185	A
USGS	08173900	2021-01-30	11.65	A	518	A	1000	A	177	A
USGS	08173900	2021-01-31	11.74	A	559	A	574	A	545	A
USGS	08173900	2021-02-01	11.64	A	517	A	943	A	159	A
USGS	08173900	2021-02-02	11.34	A	354	A	488	A	159	A
USGS	08173900	2021-02-03	11.78	A	579	A	937	A	477	A
USGS	08173900	2021-02-04	12.30	A	869	A	985	A	584	A
USGS	08173900	2021-02-05	11.64	A	517	A	942	A	173	A
USGS	08173900	2021-02-06	11.62	A	504	A	924	A	166	A
USGS	08173900	2021-02-07	11.35	A	366	A	543	A	152	A
USGS	08173900	2021-02-08	11.89	A	637	A	941	A	267	A
USGS	08173900	2021-02-09	11.63	A	510	A	917	A	162	A
USGS	08173900	2021-02-10	11.62	A	505	A	929	A	145	A
USGS	08173900	2021-02-11	11.37	A	372	A	572	A	148	A
USGS	08173900	2021-02-12	12.04	A	717	A	1010	A	391	A
USGS	08173900	2021-02-13	11.93	A	654	A	805	A	614	A
USGS	08173900	2021-02-14	11.65	A	505	A	614	A	261	A
USGS	08173900	2021-02-15	11.73	A	547	A	794	A	361	A
USGS	08173900	2021-02-16	11.59	A	482	A	688	A	128	A
USGS	08173900	2021-02-17	11.92	A	651	A	726	A	587	A
USGS	08173900	2021-02-18	11.72	A	544	A	628	A	265	A
USGS	08173900	2021-02-19	12.12	A	762	A	909	A	597	A
USGS	08173900	2021-02-20	11.76	A	566	A	618	A	558	A
USGS	08173900	2021-02-21	11.63	A	495	A	575	A	256	A
USGS	08173900	2021-02-22	11.77	A	567	A	769	A	425	A
USGS	08173900	2021-02-23	11.49	A	436	A	622	A	160	A
USGS	08173900	2021-02-24	11.67	A	513	A	681	A	290	A
USGS	08173900	2021-02-25	11.79	A	582	A	622	A	374	A
USGS	08173900	2021-02-26	11.81	A	588	A	606	A	574	A
USGS	08173900	2021-02-27	11.75	A	562	A	601	A	207	A
USGS	08173900	2021-02-28	11.68	A	519	A	774	A	207	A
USGS	08173900	2021-03-01	11.84	A	607	A	685	A	574	A
USGS	08173900	2021-03-02	11.67	A	520	A	690	A	191	A
USGS	08173900	2021-03-03	11.80	A	582	A	631	A	429	A
USGS	08173900	2021-03-04	11.50	A	432	A	595	A	162	A
USGS	08173900	2021-03-05	11.78	A	571	A	695	A	465	A
USGS	08173900	2021-03-06	11.78	A	571	A	610	A	549	A
USGS	08173900	2021-03-07	11.75	A	555	A	572	A	543	A
USGS	08173900	2021-03-08	11.46	A	414	A	555	A	155	A
USGS	08173900	2021-03-09	11.78	A	568	A	711	A	438	A
USGS	08173900	2021-03-10	11.73	A	548	A	625	A	201	A
USGS	08173900	2021-03-11	11.76	A	567	A	965	A	194	A
USGS	08173900	2021-03-12	11.73	A	551	A	917	A	168	A
USGS	08173900	2021-03-13	11.49	A	426	A	743	A	161	A
USGS	08173900	2021-03-14	11.80	A	583	A	608	A	571	A
USGS	08173900	2021-03-15	11.79	A	575	A	582	A	565	A
USGS	08173900	2021-03-16	11.55	A	460	A	576	A	141	A
USGS	08173900	2021-03-17	11.55	A	456	A	720	A	147	A
USGS	08173900	2021-03-18	11.77	A	564	A	602	A	232	A
USGS	08173900	2021-03-19	11.45	A	403	A	660	A	164	A
USGS	08173900	2021-03-20	11.73	A	538	A	570	A	518	A
USGS	08173900	2021-03-21	11.51	A	435	A	529	A	137	A
USGS	08173900	2021-03-22	11.55	A	460	A	676	A	143	A
USGS	08173900	2021-03-23	11.69	A	525	A	586	A	156	A
USGS	08173900	2021-03-24	11.52	A	441	A	746	A	150	A
USGS	08173900	2021-03-25	11.86	A	612	A	675	A	568	A
USGS	08173900	2021-03-26	11.78	A	571	A	585	A	556	A
USGS	08173900	2021-03-27	11.70	A	529	A	579	A	145	A
USGS	08173900	2021-03-28	11.32	A	346	A	712	A	132	A
USGS	08173900	2021-03-29	11.76	A	553	A	625	A	532	A
USGS	08173900	2021-03-30	11.58	A	465	A	549	A	148	A
USGS	08173900	2021-03-31	11.55	A	447	A	694	A	151	A
USGS	08173900	2021-04-01	11.83	A	594	A	661	A	547	A
USGS	08173900	2021-04-02	11.77	A	556	A	571	A	541	A
USGS	08173900	2021-04-03	11.57	A	463	A	559	A	121	A
USGS	08173900	2021-04-04	11.20	A	289	A	576	A	121	A
USGS	08173900	2021-04-05	11.73	A	539	A	914	A	282	A
USGS	08173900	2021-04-06	11.32	A	343	A	540	A	121	A
USGS	08173900	2021-04-07	11.61	A	469	A	675	A	350	A
USGS	08173900	2021-04-08	11.57	A	452	A	556	A	139	A
USGS	08173900	2021-04-09	11.46	A	402	A	631	A	142	A
USGS	08173900	2021-04-10	11.66	A	495	A	515	A	476	A
USGS	08173900	2021-04-11	11.10	A	241	A	537	A	117	A
USGS	08173900	2021-04-12	11.52	A	423	A	646	A	262	A
USGS	08173900	2021-04-13	11.73	A	531	A	554	A	292	A
USGS	08173900	2021-04-14	11.07	A	230	A	592	A	122	A
USGS	08173900	2021-04-15	11.42	A	390	A	577	A	141	A
USGS	08173900	2021-04-16	11.49	A	412	A	628	A	182	A
USGS	08173900	2021-04-17	11.76	A	547	A	570	A	529	A
USGS	08173900	2021-04-18	11.17	A	273	A	581	A	130	A
USGS	08173900	2021-04-19	11.48	A	408	A	622	A	160	A
USGS	08173900	2021-04-20	11.39	A	371	A	534	A	133	A
USGS	08173900	2021-04-21	11.46	A	401	A	642	A	149	A
USGS	08173900	2021-04-22	11.57	A	457	A	573	A	126	A
USGS	08173900	2021-04-23	11.07	A	219	A	387	A	123	A
USGS	08173900	2021-04-24	12.18	A	809	A	1940	A	372	A
USGS	08173900	2021-04-25	13.29	A	1500	A	1990	A	1010	A
USGS	08173900	2021-04-26	12.03	A	693	A	1030	A	536	A
USGS	08173900	2021-04-27	11.51	A	427	A	553	A	137	A
USGS	08173900	2021-04-28	11.63	A	477	A	698	A	171	A
USGS	08173900	2021-04-29	11.70	A	514	A	570	A	143	A
USGS	08173900	2021-04-30	11.47	A	408	A	719	A	137	A
USGS	08173900	2021-05-01	14.57	A	2380	A	8600	A	617	A
USGS	08173900	2021-05-02	26.83	A	10600	A	12200	A	8600	A
USGS	08173900	2021-05-03	24.08	A	8800	A	12300	A	4620	A
USGS	08173900	2021-05-04	15.25	A	2860	A	4620	A	1920	A
USGS	08173900	2021-05-05	13.47	A	1620	A	1920	A	1250	A
USGS	08173900	2021-05-06	13.12	A	1360	A	1680	A	1080	A
USGS	08173900	2021-05-07	12.88	A	1200	A	1320	A	917	A
USGS	08173900	2021-05-08	12.42	A	905	A	1080	A	678	A
USGS	08173900	2021-05-09	12.25	A	806	A	1010	A	645	A
USGS	08173900	2021-05-10	12.24	A	805	A	1110	A	547	A
USGS	08173900	2021-05-11	11.90	A	619	A	851	A	182	A
USGS	08173900	2021-05-12	12.51	A	966	A	1180	A	518	A
USGS	08173900	2021-05-13	12.46	A	931	A	1090	A	530	A
USGS	08173900	2021-05-14	11.85	A	588	A	924	A	294	A
USGS	08173900	2021-05-15	11.93	A	628	A	906	A	507	A
USGS	08173900	2021-05-16	11.87	A	599	A	642	A	546	A
USGS	08173900	2021-05-17	11.96	A	646	A	921	A	441	A
USGS	08173900	2021-05-18	12.36	A	921	A	3420	A	283	A
