# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-28 15:11:12 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08175800 Guadalupe Rv at Cuero, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08175800
#            TS   parameter     statistic     Description
#        136626       00060     00001     Discharge, cubic feet per second (Maximum)
#        136627       00060     00002     Discharge, cubic feet per second (Minimum)
#        136629       00065     00001     Gage height, feet (Maximum)
#        136630       00065     00002     Gage height, feet (Minimum)
#        136631       00065     00003     Gage height, feet (Mean)
#        325715       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	136626_00060_00001	136626_00060_00001_cd	136627_00060_00002	136627_00060_00002_cd	136629_00065_00001	136629_00065_00001_cd	136630_00065_00002	136630_00065_00002_cd	136631_00065_00003	136631_00065_00003_cd	325715_00060_00003	325715_00060_00003_cd
USGS	08175800	2019-10-15	578	A	509	A	8.13	A	7.95	A	8.05	A	545	A
USGS	08175800	2019-10-16	648	A	523	A	8.30	A	7.99	A	8.13	A	579	A
USGS	08175800	2019-10-17	622	A	553	A	8.24	A	8.07	A	8.17	A	592	A
USGS	08175800	2019-10-18	626	A	549	A	8.25	A	8.06	A	8.16	A	592	A
USGS	08175800	2019-10-19	609	A	565	A	8.21	A	8.10	A	8.16	A	588	A
USGS	08175800	2019-10-20	617	A	530	A	8.23	A	8.01	A	8.10	A	563	A
USGS	08175800	2019-10-21	646	A	568	A	8.30	A	8.11	A	8.17	A	594	A
USGS	08175800	2019-10-22	621	A	529	A	8.24	A	8.01	A	8.14	A	580	A
USGS	08175800	2019-10-23	633	A	536	A	8.27	A	8.03	A	8.19	A	599	A
USGS	08175800	2019-10-24	596	A	521	A	8.18	A	7.99	A	8.06	A	550	A
USGS	08175800	2019-10-25	587	A	536	A	8.16	A	8.03	A	8.10	A	562	A
USGS	08175800	2019-10-26	587	A	528	A	8.16	A	8.01	A	8.09	A	557	A
USGS	08175800	2019-10-27	1170	A	539	A	9.39	A	8.04	A	8.55	A	773	A
USGS	08175800	2019-10-28	1190	A	845	A	9.43	A	8.70	A	9.12	A	1040	A
USGS	08175800	2019-10-29	920	A	674	A	8.85	A	8.37	A	8.63	A	808	A
USGS	08175800	2019-10-30	932	A	669	A	8.88	A	8.36	A	8.62	A	804	A
USGS	08175800	2019-10-31	873	A	669	A	8.75	A	8.36	A	8.46	A	717	A
USGS	08175800	2019-11-01	715	A	593	A	8.46	A	8.18	A	8.31	A	649	A
USGS	08175800	2019-11-02	638	A	565	A	8.29	A	8.11	A	8.21	A	605	A
USGS	08175800	2019-11-03	651	A	569	A	8.32	A	8.12	A	8.19	A	598	A
USGS	08175800	2019-11-04	656	A	541	A	8.33	A	8.05	A	8.19	A	598	A
USGS	08175800	2019-11-05	601	A	549	A	8.20	A	8.07	A	8.15	A	582	A
USGS	08175800	2019-11-06	634	A	542	A	8.28	A	8.05	A	8.20	A	601	A
USGS	08175800	2019-11-07	635	A	538	A	8.28	A	8.04	A	8.18	A	593	A
USGS	08175800	2019-11-08	682	A	573	A	8.39	A	8.13	A	8.22	A	612	A
USGS	08175800	2019-11-09	928	A	682	A	8.87	A	8.39	A	8.69	A	839	A
USGS	08175800	2019-11-10	736	A	622	A	8.50	A	8.25	A	8.33	A	658	A
USGS	08175800	2019-11-11	706	A	643	A	8.44	A	8.30	A	8.41	A	692	A
USGS	08175800	2019-11-12	652	A	497	A	8.32	A	7.93	A	8.07	A	549	A
USGS	08175800	2019-11-13	618	A	534	A	8.24	A	8.03	A	8.16	A	586	A
USGS	08175800	2019-11-14	614	A	542	A	8.23	A	8.05	A	8.16	A	585	A
USGS	08175800	2019-11-15	614	A	565	A	8.23	A	8.11	A	8.17	A	590	A
USGS	08175800	2019-11-16	627	A	573	A	8.26	A	8.13	A	8.19	A	599	A
USGS	08175800	2019-11-17	661	A	566	A	8.34	A	8.11	A	8.23	A	614	A
USGS	08175800	2019-11-18	652	A	574	A	8.32	A	8.13	A	8.20	A	602	A
USGS	08175800	2019-11-19	661	A	566	A	8.34	A	8.11	A	8.25	A	624	A
USGS	08175800	2019-11-20	674	A	566	A	8.37	A	8.11	A	8.28	A	636	A
USGS	08175800	2019-11-21	661	A	594	A	8.34	A	8.18	A	8.24	A	617	A
USGS	08175800	2019-11-22	635	A	578	A	8.28	A	8.14	A	8.20	A	601	A
USGS	08175800	2019-11-23	661	A	578	A	8.34	A	8.14	A	8.26	A	629	A
USGS	08175800	2019-11-24	640	A	582	A	8.29	A	8.15	A	8.23	A	614	A
USGS	08175800	2019-11-25	640	A	582	A	8.29	A	8.15	A	8.22	A	610	A
USGS	08175800	2019-11-26	640	A	550	A	8.29	A	8.07	A	8.17	A	589	A
USGS	08175800	2019-11-27	640	A	543	A	8.29	A	8.05	A	8.15	A	583	A
USGS	08175800	2019-11-28	644	A	578	A	8.30	A	8.14	A	8.24	A	620	A
USGS	08175800	2019-11-29	666	A	566	A	8.35	A	8.11	A	8.22	A	613	A
USGS	08175800	2019-11-30	670	A	524	A	8.36	A	8.00	A	8.20	A	604	A
USGS	08175800	2019-12-01	666	A	524	A	8.35	A	8.00	A	8.21	A	607	A
USGS	08175800	2019-12-02	671	A	587	A	8.36	A	8.16	A	8.32	A	654	A
USGS	08175800	2019-12-03	628	A	528	A	8.26	A	8.01	A	8.13	A	575	A
USGS	08175800	2019-12-04	636	A	555	A	8.28	A	8.08	A	8.18	A	595	A
USGS	08175800	2019-12-05	607	A	567	A	8.21	A	8.11	A	8.15	A	584	A
USGS	08175800	2019-12-06	636	A	563	A	8.28	A	8.10	A	8.21	A	607	A
USGS	08175800	2019-12-07	662	A	539	A	8.34	A	8.04	A	8.19	A	600	A
USGS	08175800	2019-12-08	640	A	563	A	8.29	A	8.10	A	8.17	A	593	A
USGS	08175800	2019-12-09	620	A	563	A	8.24	A	8.10	A	8.17	A	589	A
USGS	08175800	2019-12-10	675	A	611	A	8.37	A	8.22	A	8.31	A	649	A
USGS	08175800	2019-12-11	632	A	532	A	8.27	A	8.02	A	8.12	A	570	A
USGS	08175800	2019-12-12	662	A	579	A	8.34	A	8.14	A	8.28	A	636	A
USGS	08175800	2019-12-13	632	A	575	A	8.27	A	8.13	A	8.21	A	607	A
USGS	08175800	2019-12-14	632	A	543	A	8.27	A	8.05	A	8.17	A	591	A
USGS	08175800	2019-12-15	624	A	547	A	8.25	A	8.06	A	8.14	A	578	A
USGS	08175800	2019-12-16	628	A	536	A	8.26	A	8.03	A	8.14	A	580	A
USGS	08175800	2019-12-17	650	A	563	A	8.31	A	8.10	A	8.26	A	628	A
USGS	08175800	2019-12-18	645	A	548	A	8.30	A	8.06	A	8.15	A	582	A
USGS	08175800	2019-12-19	645	A	575	A	8.30	A	8.13	A	8.25	A	626	A
USGS	08175800	2019-12-20	633	A	510	A	8.27	A	7.96	A	8.07	A	554	A
USGS	08175800	2019-12-21	608	A	485	A	8.21	A	7.89	A	8.10	A	566	A
USGS	08175800	2019-12-22	492	A	447	A	7.91	A	7.78	A	7.82	A	461	A
USGS	08175800	2019-12-23	576	A	492	A	8.13	A	7.91	A	8.02	A	533	A
USGS	08175800	2019-12-24	616	A	572	A	8.23	A	8.12	A	8.19	A	599	A
USGS	08175800	2019-12-25	584	A	564	A	8.15	A	8.10	A	8.12	A	573	A
USGS	08175800	2019-12-26	608	A	556	A	8.21	A	8.08	A	8.13	A	575	A
USGS	08175800	2019-12-27	612	A	584	A	8.22	A	8.15	A	8.18	A	595	A
USGS	08175800	2019-12-28	616	A	584	A	8.23	A	8.15	A	8.20	A	603	A
USGS	08175800	2019-12-29	608	A	584	A	8.21	A	8.15	A	8.18	A	598	A
USGS	08175800	2019-12-30	600	A	576	A	8.19	A	8.13	A	8.16	A	590	A
USGS	08175800	2019-12-31	580	A	556	A	8.14	A	8.08	A	8.12	A	572	A
USGS	08175800	2020-01-01	572	A	533	A	8.12	A	8.02	A	8.05	A	546	A
USGS	08175800	2020-01-02	588	A	572	A	8.16	A	8.12	A	8.14	A	579	A
USGS	08175800	2020-01-03	605	A	556	A	8.20	A	8.08	A	8.16	A	588	A
USGS	08175800	2020-01-04	699	A	556	A	8.42	A	8.08	A	8.17	A	592	A
USGS	08175800	2020-01-05	854	A	699	A	8.71	A	8.42	A	8.60	A	795	A
USGS	08175800	2020-01-06	719	A	552	A	8.46	A	8.07	A	8.21	A	610	A
USGS	08175800	2020-01-07	593	A	556	A	8.17	A	8.08	A	8.13	A	574	A
USGS	08175800	2020-01-08	605	A	526	A	8.20	A	8.00	A	8.12	A	573	A
USGS	08175800	2020-01-09	642	A	530	A	8.29	A	8.01	A	8.19	A	601	A
USGS	08175800	2020-01-10	634	A	561	A	8.27	A	8.09	A	8.15	A	584	A
USGS	08175800	2020-01-11	638	A	549	A	8.28	A	8.06	A	8.15	A	583	A
USGS	08175800	2020-01-12	638	A	581	A	8.28	A	8.14	A	8.20	A	606	A
USGS	08175800	2020-01-13	686	A	617	A	8.39	A	8.23	A	8.34	A	664	A
USGS	08175800	2020-01-14	660	A	585	A	8.33	A	8.15	A	8.22	A	612	A
USGS	08175800	2020-01-15	677	A	660	A	8.37	A	8.33	A	8.36	A	672	A
USGS	08175800	2020-01-16	677	A	529	A	8.37	A	8.01	A	8.24	A	621	A
USGS	08175800	2020-01-17	739	A	510	A	8.50	A	7.96	A	8.24	A	626	A
USGS	08175800	2020-01-18	708	A	575	A	8.44	A	8.13	A	8.22	A	614	A
USGS	08175800	2020-01-19	693	A	543	A	8.41	A	8.05	A	8.30	A	645	A
USGS	08175800	2020-01-20	640	A	516	A	8.29	A	7.98	A	8.10	A	562	A
USGS	08175800	2020-01-21	653	A	562	A	8.32	A	8.10	A	8.24	A	618	A
USGS	08175800	2020-01-22	652	A	538	A	8.32	A	8.04	A	8.18	A	593	A
USGS	08175800	2020-01-23	700	A	504	A	8.43	A	7.95	A	8.16	A	589	A
USGS	08175800	2020-01-24	704	A	625	A	8.44	A	8.26	A	8.34	A	660	A
USGS	08175800	2020-01-25	750	A	642	A	8.53	A	8.30	A	8.46	A	717	A
USGS	08175800	2020-01-26	676	A	608	A	8.38	A	8.22	A	8.31	A	645	A
USGS	08175800	2020-01-27	708	A	596	A	8.45	A	8.19	A	8.33	A	654	A
USGS	08175800	2020-01-28	685	A	559	A	8.40	A	8.10	A	8.21	A	605	A
USGS	08175800	2020-01-29	727	A	623	A	8.49	A	8.26	A	8.42	A	695	A
USGS	08175800	2020-01-30	623	A	501	A	8.26	A	7.95	A	8.07	A	548	A
USGS	08175800	2020-01-31	706	A	602	A	8.45	A	8.21	A	8.37	A	671	A
USGS	08175800	2020-02-01	687	A	549	A	8.41	A	8.08	A	8.23	A	610	A
USGS	08175800	2020-02-02	634	A	522	A	8.29	A	8.01	A	8.11	A	563	A
USGS	08175800	2020-02-03	660	A	507	A	8.35	A	7.97	A	8.20	A	597	A
USGS	08175800	2020-02-04	739	A	507	A	8.52	A	7.97	A	8.26	A	623	A
USGS	08175800	2020-02-05	637	A	529	A	8.30	A	8.03	A	8.18	A	588	A
USGS	08175800	2020-02-06	658	A	591	A	8.35	A	8.19	A	8.26	A	621	A
USGS	08175800	2020-02-07	603	A	443	A	8.22	A	7.79	A	7.90	A	482	A
USGS	08175800	2020-02-08	531	A	443	A	8.04	A	7.79	A	7.92	A	488	A
USGS	08175800	2020-02-09	578	A	523	A	8.16	A	8.02	A	8.07	A	544	A
USGS	08175800	2020-02-10	589	A	565	A	8.19	A	8.13	A	8.15	A	573	A
USGS	08175800	2020-02-11	705	A	589	A	8.46	A	8.19	A	8.32	A	643	A
USGS	08175800	2020-02-12	682	A	515	A	8.41	A	8.00	A	8.22	A	600	A
USGS	08175800	2020-02-13	673	A	576	A	8.39	A	8.16	A	8.25	A	612	A
USGS	08175800	2020-02-14	729	A	510	A	8.51	A	7.99	A	8.23	A	608	A
USGS	08175800	2020-02-15	681	A	608	A	8.41	A	8.24	A	8.32	A	640	A
USGS	08175800	2020-02-16	667	A	579	A	8.38	A	8.17	A	8.27	A	622	A
USGS	08175800	2020-02-17	817	A	619	A	8.68	A	8.27	A	8.42	A	689	A
USGS	08175800	2020-02-18	722	A	435	A	8.50	A	7.78	A	8.03	A	525	A
USGS	08175800	2020-02-19	839	A	598	A	8.72	A	8.22	A	8.44	A	698	A
USGS	08175800	2020-02-20	635	A	427	A	8.31	A	7.76	A	8.03	A	524	A
USGS	08175800	2020-02-21	686	A	626	A	8.43	A	8.29	A	8.38	A	666	A
USGS	08175800	2020-02-22	883	A	660	A	8.80	A	8.37	A	8.56	A	757	A
USGS	08175800	2020-02-23	883	A	803	A	8.80	A	8.66	A	8.74	A	846	A
USGS	08175800	2020-02-24	842	A	608	A	8.73	A	8.25	A	8.39	A	670	A
USGS	08175800	2020-02-25	645	A	429	A	8.34	A	7.77	A	8.13	A	564	A
USGS	08175800	2020-02-26	753	A	524	A	8.57	A	8.04	A	8.42	A	682	A
USGS	08175800	2020-02-27	623	A	516	A	8.29	A	8.02	A	8.18	A	579	A
USGS	08175800	2020-02-28	721	A	509	A	8.51	A	8.00	A	8.26	A	613	A
USGS	08175800	2020-02-29	669	A	512	A	8.40	A	8.01	A	8.12	A	555	A
USGS	08175800	2020-03-01	705	A	534	A	8.48	A	8.07	A	8.32	A	635	A
USGS	08175800	2020-03-02	564	A	522	A	8.15	A	8.04	A	8.09	A	540	A
USGS	08175800	2020-03-03	820	A	529	A	8.70	A	8.06	A	8.30	A	635	A
USGS	08175800	2020-03-04	803	A	418	A	8.67	A	7.75	A	8.21	A	597	A
USGS	08175800	2020-03-05	728	A	495	A	8.53	A	7.97	A	8.35	A	646	A
USGS	08175800	2020-03-06	653	A	603	A	8.37	A	8.25	A	8.31	A	628	A
USGS	08175800	2020-03-07	627	A	558	A	8.31	A	8.14	A	8.21	A	586	A
USGS	08175800	2020-03-08	644	A	403	A	8.35	A	7.71	A	8.11	A	552	A
USGS	08175800	2020-03-09	711	A	406	A	8.50	A	7.72	A	8.26	A	610	A
USGS	08175800	2020-03-10	849	A	379	A	8.76	A	7.64	A	8.22	A	611	A
USGS	08175800	2020-03-11	783	A	338	A	8.64	A	7.53	A	8.12	A	557	A
USGS	08175800	2020-03-12	725	A	338	A	8.53	A	7.53	A	8.22	A	597	A
USGS	08175800	2020-03-13	772	A	530	A	8.62	A	8.07	A	8.33	A	639	A
USGS	08175800	2020-03-14	761	A	434	A	8.60	A	7.80	A	8.27	A	615	A
USGS	08175800	2020-03-15	756	A	497	A	8.59	A	7.98	A	8.38	A	657	A
USGS	08175800	2020-03-16	761	A	392	A	8.60	A	7.68	A	8.08	A	541	A
USGS	08175800	2020-03-17	756	A	497	A	8.59	A	7.98	A	8.30	A	627	A
USGS	08175800	2020-03-18	832	A	445	A	8.73	A	7.83	A	8.25	A	609	A
USGS	08175800	2020-03-19	832	A	462	A	8.73	A	7.88	A	8.33	A	645	A
USGS	08175800	2020-03-20	915	A	561	A	8.89	A	8.15	A	8.52	A	726	A
USGS	08175800	2020-03-21	861	A	522	A	8.78	A	8.05	A	8.36	A	653	A
USGS	08175800	2020-03-22	923	A	777	A	8.91	A	8.63	A	8.74	A	839	A
USGS	08175800	2020-03-23	1110	A	826	A	9.33	A	8.72	A	8.94	A	936	A
USGS	08175800	2020-03-24	1090	A	810	A	9.28	A	8.69	A	8.93	A	931	A
USGS	08175800	2020-03-25	997	A	832	A	9.08	A	8.73	A	8.89	A	915	A
USGS	08175800	2020-03-26	953	A	691	A	8.98	A	8.46	A	8.66	A	796	A
USGS	08175800	2020-03-27	979	A	452	A	9.04	A	7.85	A	8.39	A	675	A
USGS	08175800	2020-03-28	826	A	504	A	8.72	A	8.00	A	8.40	A	671	A
USGS	08175800	2020-03-29	705	A	519	A	8.49	A	8.04	A	8.26	A	605	A
USGS	08175800	2020-03-30	705	A	589	A	8.49	A	8.22	A	8.33	A	635	A
USGS	08175800	2020-03-31	735	A	553	A	8.55	A	8.13	A	8.36	A	648	A
USGS	08175800	2020-04-01	745	A	549	A	8.57	A	8.12	A	8.34	A	639	A
USGS	08175800	2020-04-02	793	A	541	A	8.66	A	8.10	A	8.34	A	642	A
USGS	08175800	2020-04-03	1660	A	534	A	10.34	A	8.08	A	8.53	A	743	A
USGS	08175800	2020-04-04	2000	A	1170	A	10.90	A	9.44	A	10.03	A	1490	A
USGS	08175800	2020-04-05	4580	A	2000	A	14.43	A	10.90	A	12.57	A	3180	A
USGS	08175800	2020-04-06	5320	A	4580	A	15.28	A	14.43	A	15.01	A	5070	A
USGS	08175800	2020-04-07	4990	A	2530	A	14.90	A	11.66	A	13.56	A	3940	A
USGS	08175800	2020-04-08	2560	A	1420	A	11.70	A	9.86	A	10.53	A	1820	A
USGS	08175800	2020-04-09	1420	A	1130	A	9.86	A	9.29	A	9.49	A	1220	A
USGS	08175800	2020-04-10	1140	A	1000	A	9.31	A	9.02	A	9.12	A	1050	A
USGS	08175800	2020-04-11	1040	A	919	A	9.11	A	8.83	A	8.96	A	976	A
USGS	08175800	2020-04-12	997	A	915	A	9.01	A	8.82	A	8.97	A	981	A
USGS	08175800	2020-04-13	915	A	609	A	8.82	A	8.20	A	8.37	A	689	A
USGS	08175800	2020-04-14	940	A	638	A	8.88	A	8.27	A	8.69	A	848	A
USGS	08175800	2020-04-15	958	A	382	A	8.92	A	7.58	A	8.20	A	633	A
USGS	08175800	2020-04-16	966	A	398	A	8.94	A	7.63	A	8.47	A	749	A
USGS	08175800	2020-04-17	953	A	364	A	8.91	A	7.53	A	8.36	A	707	A
USGS	08175800	2020-04-18	923	A	486	A	8.84	A	7.88	A	8.33	A	680	A
USGS	08175800	2020-04-19	915	A	427	A	8.82	A	7.71	A	8.46	A	742	A
USGS	08175800	2020-04-20	940	A	378	A	8.88	A	7.57	A	8.36	A	707	A
USGS	08175800	2020-04-21	832	A	613	A	8.66	A	8.21	A	8.43	A	715	A
USGS	08175800	2020-04-22	832	A	385	A	8.66	A	7.59	A	8.17	A	608	A
USGS	08175800	2020-04-23	949	A	385	A	8.90	A	7.59	A	8.35	A	700	A
USGS	08175800	2020-04-24	849	A	626	A	8.69	A	8.24	A	8.46	A	728	A
USGS	08175800	2020-04-25	890	A	392	A	8.76	A	7.61	A	8.10	A	586	A
USGS	08175800	2020-04-26	884	A	465	A	8.75	A	7.82	A	8.24	A	637	A
USGS	08175800	2020-04-27	677	A	565	A	8.36	A	8.09	A	8.20	A	612	A
USGS	08175800	2020-04-28	730	A	577	A	8.47	A	8.12	A	8.29	A	648	A
USGS	08175800	2020-04-29	660	A	462	A	8.32	A	7.81	A	8.00	A	530	A
USGS	08175800	2020-04-30	626	A	605	A	8.24	A	8.19	A	8.20	A	610	A
USGS	08175800	2020-05-01	630	A	553	A	8.25	A	8.06	A	8.16	A	592	A
USGS	08175800	2020-05-02	682	A	597	A	8.37	A	8.17	A	8.27	A	637	A
USGS	08175800	2020-05-03	660	A	605	A	8.32	A	8.19	A	8.24	A	627	A
USGS	08175800	2020-05-04	656	A	537	A	8.31	A	8.02	A	8.12	A	578	A
USGS	08175800	2020-05-05	601	A	489	A	8.18	A	7.89	A	8.04	A	546	A
USGS	08175800	2020-05-06	642	A	522	A	8.28	A	7.98	A	8.10	A	568	A
USGS	08175800	2020-05-07	552	A	441	A	8.06	A	7.75	A	7.93	A	507	A
USGS	08175800	2020-05-08	572	A	370	A	8.11	A	7.55	A	7.88	A	488	A
USGS	08175800	2020-05-09	612	A	394	A	8.21	A	7.62	A	8.02	A	540	A
USGS	08175800	2020-05-10	624	A	457	A	8.24	A	7.80	A	8.03	A	543	A
USGS	08175800	2020-05-11	764	A	317	A	8.54	A	7.40	A	7.91	A	510	A
USGS	08175800	2020-05-12	703	A	467	A	8.42	A	7.82	A	8.08	A	563	A
USGS	08175800	2020-05-13	2620	A	543	A	11.76	A	8.03	A	9.03	A	1040	A
USGS	08175800	2020-05-14	3290	A	2620	A	12.67	A	11.76	A	12.22	A	2960	A
USGS	08175800	2020-05-15	4230	A	3290	A	13.90	A	12.67	A	13.58	A	3980	A
USGS	08175800	2020-05-16	4000	A	2550	A	13.61	A	11.62	A	12.56	A	3230	A
USGS	08175800	2020-05-17	2560	A	2260	A	11.64	A	11.19	A	11.47	A	2450	A
USGS	08175800	2020-05-18	2790	A	2270	A	11.95	A	11.20	A	11.65	A	2570	A
USGS	08175800	2020-05-19	2480	A	1660	A	11.52	A	10.20	A	10.81	A	2020	A
USGS	08175800	2020-05-20	1660	A	1290	A	10.20	A	9.55	A	9.85	A	1460	A
USGS	08175800	2020-05-21	1290	A	1190	A	9.55	A	9.37	A	9.45	A	1230	A
USGS	08175800	2020-05-22	1200	A	1140	A	9.39	A	9.27	A	9.33	A	1180	A
USGS	08175800	2020-05-23	1150	A	1010	A	9.28	A	8.98	A	9.09	A	1060	A
USGS	08175800	2020-05-24	1310	A	909	A	9.59	A	8.75	A	8.96	A	1000	A
USGS	08175800	2020-05-25	1070	A	947	A	9.12	A	8.84	A	8.95	A	997	A
USGS	08175800	2020-05-26	2850	A	934	A	12.03	A	8.81	A	9.37	A	1230	A
USGS	08175800	2020-05-27	4780	A	2850	A	14.59	A	12.03	A	14.05	A	4350	A
USGS	08175800	2020-05-28	4490	A	3440	A	14.23	A	12.85	A	13.63	A	4020	A
USGS	08175800	2020-05-29	3440	A	2620	A	12.85	A	11.72	A	12.26	A	3010	A
USGS	08175800	2020-05-30	2690	A	1950	A	11.81	A	10.69	A	11.27	A	2320	A
USGS	08175800	2020-05-31	1970	A	1450	A	10.73	A	9.84	A	10.23	A	1670	A
USGS	08175800	2020-06-01	1470	A	1260	A	9.88	A	9.49	A	9.61	A	1320	A
USGS	08175800	2020-06-02	1290	A	1210	A	9.55	A	9.40	A	9.47	A	1250	A
USGS	08175800	2020-06-03	1370	A	1180	A	9.70	A	9.35	A	9.43	A	1230	A
USGS	08175800	2020-06-04	1360	A	1160	A	9.68	A	9.30	A	9.57	A	1300	A
USGS	08175800	2020-06-05	1280	A	1110	A	9.54	A	9.20	A	9.35	A	1180	A
USGS	08175800	2020-06-06	1250	A	1050	A	9.49	A	9.08	A	9.29	A	1150	A
USGS	08175800	2020-06-07	1060	A	965	A	9.10	A	8.88	A	8.96	A	1000	A
USGS	08175800	2020-06-08	1040	A	852	A	9.05	A	8.64	A	8.94	A	995	A
USGS	08175800	2020-06-09	990	A	708	A	8.93	A	8.37	A	8.68	A	868	A
USGS	08175800	2020-06-10	946	A	823	A	8.83	A	8.58	A	8.73	A	898	A
USGS	08175800	2020-06-11	912	A	712	A	8.75	A	8.37	A	8.55	A	806	A
USGS	08175800	2020-06-12	903	A	742	A	8.73	A	8.43	A	8.57	A	818	A
USGS	08175800	2020-06-13	899	A	656	A	8.72	A	8.25	A	8.42	A	740	A
USGS	08175800	2020-06-14	800	A	573	A	8.54	A	8.05	A	8.33	A	698	A
USGS	08175800	2020-06-15	919	A	569	A	8.77	A	8.04	A	8.41	A	740	A
USGS	08175800	2020-06-16	720	A	589	A	8.39	A	8.09	A	8.23	A	649	A
USGS	08175800	2020-06-17	787	A	605	A	8.52	A	8.13	A	8.27	A	667	A
USGS	08175800	2020-06-18	860	A	625	A	8.65	A	8.18	A	8.36	A	709	A
USGS	08175800	2020-06-19	820	A	588	A	8.58	A	8.09	A	8.34	A	699	A
USGS	08175800	2020-06-20	749	A	572	A	8.45	A	8.05	A	8.23	A	650	A
USGS	08175800	2020-06-21	650	A	559	A	8.24	A	8.02	A	8.12	A	601	A
USGS	08175800	2020-06-22	713	A	587	A	8.38	A	8.09	A	8.20	A	634	A
USGS	08175800	2020-06-23	662	A	579	A	8.27	A	8.06	A	8.15	A	616	A
USGS	08175800	2020-06-24	702	A	582	A	8.35	A	8.07	A	8.24	A	653	A
USGS	08175800	2020-06-25	707	A	543	A	8.36	A	7.97	A	8.16	A	617	A
USGS	08175800	2020-06-26	942	A	631	A	8.82	A	8.19	A	8.49	A	777	A
USGS	08175800	2020-06-27	845	A	669	A	8.62	A	8.28	A	8.44	A	748	A
USGS	08175800	2020-06-28	861	A	639	A	8.65	A	8.21	A	8.44	A	748	A
USGS	08175800	2020-06-29	838	A	664	A	8.61	A	8.27	A	8.43	A	741	A
USGS	08175800	2020-06-30	767	A	609	A	8.48	A	8.14	A	8.30	A	679	A
USGS	08175800	2020-07-01	1550	A	660	A	10.02	A	8.26	A	9.27	A	1160	A
USGS	08175800	2020-07-02	1550	A	1090	A	10.02	A	9.17	A	9.57	A	1300	A
USGS	08175800	2020-07-03	1090	A	848	A	9.17	A	8.64	A	8.97	A	999	A
USGS	08175800	2020-07-04	914	A	755	A	8.77	A	8.47	A	8.67	A	861	A
USGS	08175800	2020-07-05	826	A	609	A	8.60	A	8.15	A	8.45	A	748	A
USGS	08175800	2020-07-06	660	A	605	A	8.27	A	8.14	A	8.23	A	641	A
USGS	08175800	2020-07-07	810	A	565	A	8.58	A	8.05	A	8.23	A	642	A
USGS	08175800	2020-07-08	815	A	589	A	8.59	A	8.11	A	8.28	A	666	A
USGS	08175800	2020-07-09	597	A	434	A	8.13	A	7.69	A	7.93	A	523	A
USGS	08175800	2020-07-10	610	A	346	A	8.16	A	7.44	A	7.84	A	490	A
USGS	08175800	2020-07-11	752	A	350	A	8.47	A	7.45	A	8.00	A	558	A
USGS	08175800	2020-07-12	607	A	421	A	8.15	A	7.65	A	7.93	A	524	A
USGS	08175800	2020-07-13	570	A	333	A	8.06	A	7.40	A	7.85	A	493	A
USGS	08175800	2020-07-14	649	A	264	A	8.25	A	7.19	A	7.58	A	400	A
USGS	08175800	2020-07-15	645	A	474	A	8.24	A	7.80	A	7.93	A	523	A
USGS	08175800	2020-07-16	488	A	384	A	7.84	A	7.54	A	7.74	A	454	A
USGS	08175800	2020-07-17	506	A	310	A	7.89	A	7.33	A	7.65	A	421	A
USGS	08175800	2020-07-18	548	A	341	A	8.00	A	7.42	A	7.79	A	471	A
USGS	08175800	2020-07-19	485	A	304	A	7.83	A	7.31	A	7.60	A	402	A
USGS	08175800	2020-07-20	489	A	305	A	7.84	A	7.31	A	7.62	A	410	A
USGS	08175800	2020-07-21	497	A	273	A	7.86	A	7.22	A	7.62	A	409	A
USGS	08175800	2020-07-22	497	A	263	A	7.87	A	7.19	A	7.58	A	398	A
USGS	08175800	2020-07-23	542	A	309	A	7.99	A	7.33	A	7.73	A	449	A
USGS	08175800	2020-07-24	501	A	299	A	7.88	A	7.30	A	7.65	A	421	A
USGS	08175800	2020-07-25	476	A	296	A	7.81	A	7.29	A	7.57	A	392	A
USGS	08175800	2020-07-26	520	A	322	A	7.93	A	7.37	A	7.72	A	448	A
USGS	08175800	2020-07-27	539	A	319	A	7.98	A	7.36	A	7.73	A	449	A
USGS	08175800	2020-07-28	528	A	323	A	7.95	A	7.37	A	7.73	A	449	A
USGS	08175800	2020-07-29	540	A	341	A	7.98	A	7.42	A	7.77	A	463	A
USGS	08175800	2020-07-30	536	A	337	A	7.97	A	7.41	A	7.74	A	452	A
USGS	08175800	2020-07-31	533	A	327	A	7.96	A	7.38	A	7.73	A	451	A
USGS	08175800	2020-08-01	529	A	327	A	7.95	A	7.38	A	7.73	A	449	A
USGS	08175800	2020-08-02	634	A	249	A	8.21	A	7.14	A	7.52	A	377	A
