# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-28 15:16:37 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08188810 Guadalupe Rv at SH 35 nr Tivoli, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08188810
#            TS   parameter     statistic     Description
#        137060       00065     00001     Gage height, feet (Maximum)
#        137061       00065     00002     Gage height, feet (Minimum)
#        137062       00065     00003     Gage height, feet (Mean)
#        137064       72255     00002     Mean water velocity for discharge computation, feet per second (Minimum)
#        137066       00060     00001     Discharge, cubic feet per second (Maximum)
#        137067       00060     00002     Discharge, cubic feet per second (Minimum)
#        277573       72137     00003     Discharge, tidally filtered, cubic feet per second (Mean)
#        325731       00060     00003     Discharge, cubic feet per second (Mean)
#        325732       72255     00003     Mean water velocity for discharge computation, feet per second (Mean)
#        325733       72255     00001     Mean water velocity for discharge computation, feet per second (Maximum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	137060_00065_00001	137060_00065_00001_cd	137061_00065_00002	137061_00065_00002_cd	137062_00065_00003	137062_00065_00003_cd	137064_72255_00002	137064_72255_00002_cd	137066_00060_00001	137066_00060_00001_cd	137067_00060_00002	137067_00060_00002_cd	277573_72137_00003	277573_72137_00003_cd	325731_00060_00003	325731_00060_00003_cd	325732_72255_00003	325732_72255_00003_cd	325733_72255_00001	325733_72255_00001_cd
USGS	08188810	2022-12-29	10.81	A	10.31	A	10.57	A	0.14	A	453	A	192	A	346	A	338	A	0.24	A	0.32	A
USGS	08188810	2022-12-30	10.91	A	10.37	A	10.61	A	0.13	A	444	A	183	A	341	A	334	A	0.24	A	0.31	A
USGS	08188810	2022-12-31	10.89	A	10.51	A	10.69	A	0.14	A	458	A	203	A	351	A	351	A	0.25	A	0.32	A
USGS	08188810	2023-01-01	10.87	A	10.41	A	10.62	A	0.17	A	418	A	243	A	353	A	351	A	0.25	A	0.30	A
USGS	08188810	2023-01-02	11.12	A	10.66	A	10.85	A	0.20	A	666	A	281	A	354	A	361	A	0.25	A	0.47	A
USGS	08188810	2023-01-03	11.20	A	10.45	A	10.80	A	0.17	A	436	A	248	A	351	A	343	A	0.24	A	0.31	A
USGS	08188810	2023-01-04	10.94	A	10.42	A	10.69	A	0.20	A	535	A	289	A	368	A	371	A	0.26	A	0.38	A
USGS	08188810	2023-01-05	10.75	A	10.30	A	10.55	A	0.20	A	430	A	278	A	368	A	369	A	0.26	A	0.31	A
USGS	08188810	2023-01-06	10.75	A	10.35	A	10.52	A	0.20	A	456	A	283	A	360	A	362	A	0.26	A	0.34	A
USGS	08188810	2023-01-07	10.75	A	10.46	A	10.62	A	0.16	A	423	A	231	A	359	A	361	A	0.26	A	0.31	A
USGS	08188810	2023-01-08	10.70	A	9.99	A	10.40	A	0.18	A	454	A	251	A	414	A	376	A	0.27	A	0.33	A
USGS	08188810	2023-01-09	10.82	A	10.36	A	10.63	A	0.31	A	814	A	436	A	616	A	642	A	0.46	A	0.59	A
USGS	08188810	2023-01-10	10.95	A	10.63	A	10.80	A	0.45	A	931	A	635	A	791	A	779	A	0.55	A	0.65	A
USGS	08188810	2023-01-11	11.44	A	10.82	A	11.12	A	0.57	A	1060	A	836	A	916	A	926	A	0.63	A	0.72	A
USGS	08188810	2023-01-12	11.13	A	9.96	A	10.47	A	0.59	A	1050	A	805	A	935	A	952	A	0.69	A	0.76	A
USGS	08188810	2023-01-13	10.24	A	9.76	A	9.89	A	0.54	A	955	A	706	A	803	A	809	A	0.61	A	0.72	A
USGS	08188810	2023-01-14	10.22	A	9.78	A	9.93	A	0.31	A	718	A	415	A	626	A	621	A	0.47	A	0.55	A
USGS	08188810	2023-01-15	10.75	A	10.13	A	10.36	A	0.11	A	591	A	153	A	488	A	469	A	0.34	A	0.44	A
USGS	08188810	2023-01-16	10.89	A	10.52	A	10.74	A	0.20	A	536	A	282	A	440	A	442	A	0.31	A	0.38	A
USGS	08188810	2023-01-17	11.04	A	10.48	A	10.71	A	0.23	A	526	A	320	A	429	A	428	A	0.30	A	0.37	A
USGS	08188810	2023-01-18	10.98	A	10.37	A	10.71	A	0.23	A	483	A	319	A	402	A	402	A	0.28	A	0.34	A
USGS	08188810	2023-01-19	10.87	A	10.23	A	10.58	A	0.18	A	459	A	254	A	378	A	380	A	0.27	A	0.33	A
USGS	08188810	2023-01-20	11.01	A	10.56	A	10.71	A	0.18	A	421	A	261	A	357	A	354	A	0.25	A	0.30	A
USGS	08188810	2023-01-21	11.07	A	10.50	A	10.84	A	0.16	A	427	A	232	A	346	A	342	A	0.24	A	0.30	A
USGS	08188810	2023-01-22	11.16	A	10.52	A	10.82	A	0.15	A	457	A	221	A	355	A	361	A	0.25	A	0.32	A
USGS	08188810	2023-01-23	11.16	A	10.76	A	10.95	A	0.15	A	443	A	224	A	355	A	348	A	0.24	A	0.31	A
USGS	08188810	2023-01-24	12.03	A	10.39	A	11.18	A	0.08	A	846	A	120	A	413	A	399	A	0.27	A	0.59	A
USGS	08188810	2023-01-25	10.98	A	10.28	A	10.56	A	0.18	A	608	A	251	A	490	A	466	A	0.33	A	0.45	A
USGS	08188810	2023-01-26	10.39	A	10.08	A	10.23	A	0.27	A	738	A	363	A	592	A	592	A	0.44	A	0.55	A
USGS	08188810	2023-01-27	10.26	A	9.98	A	10.10	A	0.36	A	839	A	478	A	673	A	706	A	0.52	A	0.62	A
USGS	08188810	2023-01-28	10.80	A	10.21	A	10.45	A	0.21	A	774	A	296	A	610	A	597	A	0.43	A	0.57	A
USGS	08188810	2023-01-29	10.87	A	10.56	A	10.71	A	0.15	A	761	A	211	A	588	A	596	A	0.42	A	0.54	A
USGS	08188810	2023-01-30	10.72	A	10.00	A	10.24	A	0.23	A	727	A	305	A	611	A	618	A	0.45	A	0.53	A
USGS	08188810	2023-01-31	10.20	A	9.64	A	9.92	A	0.23	A	943	A	305	A	594	A	611	A	0.46	A	0.72	A
USGS	08188810	2023-02-01	10.01	A	9.70	A	9.84	A	0.20	A	672	A	258	A	542	A	529	A	0.40	A	0.50	A
USGS	08188810	2023-02-02	10.11	A	9.53	A	9.81	A	0.17	A	615	A	232	A	464	A	481	A	0.37	A	0.47	A
USGS	08188810	2023-02-03	9.88	A	9.54	A	9.71	A	0.14	A	542	A	179	A	386	A	378	A	0.29	A	0.42	A
USGS	08188810	2023-02-04	10.21	A	9.81	A	10.05	A	0.17	A	540	A	228	A	399	A	395	A	0.30	A	0.40	A
USGS	08188810	2023-02-05	10.50	A	10.19	A	10.34	A	0.15	A	636	A	207	A	416	A	412	A	0.30	A	0.47	A
USGS	08188810	2023-02-06	10.74	A	10.41	A	10.55	A	0.08	A	577	A	106	A	436	A	421	A	0.30	A	0.42	A
USGS	08188810	2023-02-07	11.13	A	10.63	A	10.86	A	0.22	A	679	A	314	A	518	A	532	A	0.37	A	0.47	A
USGS	08188810	2023-02-08	11.00	A	10.07	A	10.66	A	0.31	A	739	A	446	A	567	A	580	A	0.41	A	0.54	A
USGS	08188810	2023-02-09	10.66	A	10.41	A	10.55	A	0.18	A	723	A	250	A	581	A	576	A	0.41	A	0.52	A
USGS	08188810	2023-02-10	10.56	A	9.62	A	10.05	A	0.13	A	751	A	175	A	600	A	628	A	0.47	A	0.56	A
USGS	08188810	2023-02-11	10.08	A	9.56	A	9.84	A	0.16	A	707	A	211	A	565	A	581	A	0.44	A	0.55	A
USGS	08188810	2023-02-12	10.01	A	9.72	A	9.87	A	0.23	A	623	A	300	A	512	A	519	A	0.39	A	0.47	A
USGS	08188810	2023-02-13	10.22	A	9.74	A	9.94	A	0.15	A	609	A	202	A	496	A	481	A	0.36	A	0.47	A
USGS	08188810	2023-02-14	10.70	A	9.95	A	10.37	A	0.25	A	819	A	345	A	521	A	531	A	0.39	A	0.60	A
USGS	08188810	2023-02-15	10.64	A	10.24	A	10.43	A	0.32	A	631	A	446	A	536	A	536	A	0.39	A	0.46	A
USGS	08188810	2023-02-16	10.65	A	9.24	A	9.90	A	0.25	A	655	A	318	A	535	A	538	A	0.41	A	0.50	A
USGS	08188810	2023-02-17	9.99	A	9.09	A	9.49	A	0.11	A	605	A	150	A	481	A	478	A	0.38	A	0.48	A
USGS	08188810	2023-02-18	10.23	A	9.81	A	10.04	A	0.06	A	531	A	86.2	A	434	A	426	A	0.32	A	0.40	A
USGS	08188810	2023-02-19	10.38	A	9.92	A	10.21	A	0.03	A	520	A	45.3	A	428	A	429	A	0.32	A	0.39	A
USGS	08188810	2023-02-20	10.70	A	10.18	A	10.40	A	0.17	A	541	A	231	A	430	A	430	A	0.31	A	0.39	A
USGS	08188810	2023-02-21	10.80	A	10.26	A	10.51	A	0.23	A	544	A	320	A	427	A	425	A	0.31	A	0.39	A
USGS	08188810	2023-02-22	11.12	A	10.41	A	10.66	A	0.16	A	568	A	221	A	430	A	433	A	0.31	A	0.41	A
USGS	08188810	2023-02-23	10.94	A	10.55	A	10.76	A	0.22	A	495	A	302	A	434	A	430	A	0.30	A	0.35	A
USGS	08188810	2023-02-24	10.70	A	10.23	A	10.46	A	0.28	A	507	A	380	A	446	A	450	A	0.32	A	0.36	A
USGS	08188810	2023-02-25	10.62	A	9.95	A	10.29	A	0.25	A	499	A	348	A	446	A	445	A	0.33	A	0.37	A
USGS	08188810	2023-02-26	11.05	A	10.34	A	10.68	A	0.25	A	499	A	345	A	442	A	436	A	0.31	A	0.36	A
USGS	08188810	2023-02-27	11.34	A	10.00	A	10.62	A	0.21	A	580	A	308	A	449	A	448	A	0.32	A	0.43	A
USGS	08188810	2023-02-28	10.82	A	10.22	A	10.55	A	0.23	A	522	A	327	A	440	A	440	A	0.32	A	0.38	A
USGS	08188810	2023-03-01	10.94	A	10.57	A	10.76	A	0.24	A	504	A	344	A	429	A	432	A	0.30	A	0.36	A
USGS	08188810	2023-03-02	11.49	A	10.41	A	10.95	A	0.12	A	566	A	178	A	421	A	404	A	0.28	A	0.39	A
USGS	08188810	2023-03-03	11.11	A	9.83	A	10.40	A	0.05	A	605	A	72.9	A	419	A	421	A	0.31	A	0.44	A
USGS	08188810	2023-03-04	10.61	A	10.20	A	10.33	A	0.23	A	508	A	314	A	429	A	430	A	0.31	A	0.37	A
USGS	08188810	2023-03-05	10.54	A	10.24	A	10.38	A	0.26	A	500	A	357	A	434	A	436	A	0.32	A	0.36	A
USGS	08188810	2023-03-06	10.81	A	10.44	A	10.60	A	0.24	A	490	A	338	A	420	A	423	A	0.30	A	0.35	A
USGS	08188810	2023-03-07	10.99	A	10.62	A	10.75	A	0.22	A	469	A	307	A	401	A	389	A	0.27	A	0.33	A
USGS	08188810	2023-03-08	10.91	A	10.65	A	10.75	A	0.22	A	474	A	309	A	415	A	408	A	0.29	A	0.33	A
USGS	08188810	2023-03-09	10.95	A	10.54	A	10.73	A	0.27	A	527	A	380	A	457	A	460	A	0.33	A	0.37	A
USGS	08188810	2023-03-10	10.89	A	10.31	A	10.54	A	0.26	A	525	A	365	A	468	A	471	A	0.34	A	0.38	A
USGS	08188810	2023-03-11	11.46	A	10.45	A	10.88	A	0.22	A	509	A	326	A	442	A	425	A	0.30	A	0.37	A
USGS	08188810	2023-03-12	11.41	A	9.93	A	10.53	A	0.22	A	549	A	299	A	442	A	461	A	0.33	A	0.41	A
USGS	08188810	2023-03-13	10.87	A	9.93	A	10.53	A	0.17	A	524	A	225	A	415	A	402	A	0.29	A	0.38	A
USGS	08188810	2023-03-14	11.26	A	10.65	A	10.98	A	0.08	A	463	A	119	A	389	A	378	A	0.26	A	0.32	A
USGS	08188810	2023-03-15	11.55	A	10.95	A	11.27	A	0.17	A	463	A	247	A	379	A	383	A	0.26	A	0.31	A
USGS	08188810	2023-03-16	11.70	A	11.20	A	11.43	A	0.14	A	438	A	214	A	379	A	362	A	0.24	A	0.30	A
USGS	08188810	2023-03-17	11.63	A	10.01	A	10.56	A	-0.01	A	625	A	-12.4	A	405	A	416	A	0.30	A	0.43	A
USGS	08188810	2023-03-18	10.85	A	10.21	A	10.52	A	0.11	A	550	A	154	A	410	A	404	A	0.29	A	0.40	A
USGS	08188810	2023-03-19	10.87	A	10.08	A	10.50	A	0.12	A	555	A	165	A	407	A	404	A	0.29	A	0.39	A
USGS	08188810	2023-03-20	11.13	A	10.54	A	10.83	A	0.10	A	502	A	148	A	396	A	378	A	0.27	A	0.35	A
USGS	08188810	2023-03-21	11.45	A	10.88	A	11.14	A	-0.32	A	766	A	-470	A	478	A	494	A	0.34	A	0.51	A
USGS	08188810	2023-03-22	11.44	A	10.95	A	11.12	A	0.13	A	875	A	189	A	519	A	487	A	0.33	A	0.59	A
USGS	08188810	2023-03-23	11.50	A	10.80	A	11.05	A	0.14	A	979	A	204	A	564	A	553	A	0.38	A	0.65	A
USGS	08188810	2023-03-24	11.57	A	10.71	A	11.14	A	0.18	A	1160	A	273	A	602	A	631	A	0.43	A	0.77	A
USGS	08188810	2023-03-25	11.12	A	10.47	A	10.82	A	0.34	A	641	A	500	A	580	A	583	A	0.41	A	0.46	A
USGS	08188810	2023-03-26	10.93	A	10.48	A	10.76	A	0.30	A	627	A	436	A	565	A	564	A	0.40	A	0.45	A
USGS	08188810	2023-03-27	10.87	A	10.52	A	10.74	A	0.28	A	599	A	401	A	561	A	558	A	0.39	A	0.43	A
USGS	08188810	2023-03-28	10.79	A	9.78	A	10.27	A	0.24	A	627	A	335	A	548	A	557	A	0.41	A	0.47	A
USGS	08188810	2023-03-29	10.81	A	10.11	A	10.55	A	0.24	A	612	A	335	A	509	A	516	A	0.37	A	0.45	A
USGS	08188810	2023-03-30	11.44	A	10.78	A	11.11	A	0.24	A	600	A	349	A	464	A	457	A	0.31	A	0.41	A
USGS	08188810	2023-03-31	11.88	A	11.12	A	11.41	A	0.14	A	628	A	212	A	482	A	472	A	0.32	A	0.43	A
USGS	08188810	2023-04-01	11.37	A	10.74	A	11.00	A	0.29	A	616	A	423	A	548	A	549	A	0.38	A	0.44	A
USGS	08188810	2023-04-02	11.23	A	10.70	A	10.96	A	0.37	A	644	A	543	A	603	A	606	A	0.42	A	0.45	A
USGS	08188810	2023-04-03	11.48	A	10.95	A	11.26	A	0.40	A	673	A	587	A	648	A	651	A	0.44	A	0.46	A
USGS	08188810	2023-04-04	11.82	A	11.42	A	11.60	A	0.42	A	714	A	643	A	674	A	676	A	0.45	A	0.47	A
USGS	08188810	2023-04-05	11.77	A	10.59	A	11.20	A	0.38	A	811	A	551	A	676	A	682	A	0.46	A	0.57	A
USGS	08188810	2023-04-06	11.12	A	10.36	A	10.78	A	0.29	A	736	A	411	A	660	A	643	A	0.45	A	0.53	A
USGS	08188810	2023-04-07	11.46	A	10.60	A	10.98	A	0.23	A	1290	A	344	A	802	A	765	A	0.53	A	0.88	A
USGS	08188810	2023-04-08	12.04	A	10.84	A	11.29	A	0.58	A	2030	A	832	A	1380	A	1250	A	0.84	A	1.29	A
USGS	08188810	2023-04-09	13.10	A	12.03	A	12.57	A	1.29	A	2760	A	2030	A	2350	A	2470	A	1.51	A	1.64	A
USGS	08188810	2023-04-10	13.88	A	13.10	A	13.48	A	1.61	A	3230	A	2730	A	2980	A	3040	A	1.75	A	1.83	A
USGS	08188810	2023-04-11	14.04	A	13.80	A	13.90	A	1.73	A	3340	A	3080	A	3200	A	3220	A	1.80	A	1.88	A
USGS	08188810	2023-04-12	14.12	A	13.93	A	14.02	A	1.72	A	3370	A	3100	A	3210	A	3230	A	1.80	A	1.88	A
USGS	08188810	2023-04-13	14.11	A	13.94	A	14.02	A	1.62	A	3220	A	2920	A	3080	A	3090	A	1.72	A	1.79	A
USGS	08188810	2023-04-14	14.07	A	13.71	A	13.86	A	1.54	A	3040	A	2720	A	2880	A	2880	A	1.62	A	1.69	A
USGS	08188810	2023-04-15	13.77	A	13.16	A	13.43	A	1.46	A	2830	A	2490	A	2670	A	2680	A	1.55	A	1.63	A
USGS	08188810	2023-04-16	13.16	A	12.50	A	12.79	A	1.34	A	2650	A	2170	A	2380	A	2400	A	1.45	A	1.58	A
USGS	08188810	2023-04-17	12.50	A	12.11	A	12.28	A	1.12	A	2250	A	1760	A	1990	A	2000	A	1.25	A	1.40	A
USGS	08188810	2023-04-18	12.87	A	11.84	A	12.19	A	0.71	A	1830	A	1170	A	1610	A	1570	A	0.99	A	1.18	A
USGS	08188810	2023-04-19	12.09	A	11.80	A	11.92	A	0.76	A	1550	A	1200	A	1370	A	1360	A	0.87	A	1.00	A
USGS	08188810	2023-04-20	11.95	A	11.52	A	11.76	A	0.61	A	1340	A	945	A	1180	A	1150	A	0.75	A	0.87	A
USGS	08188810	2023-04-21	11.79	A	10.98	A	11.45	A	0.45	A	1520	A	646	A	1150	A	1180	A	0.78	A	0.99	A
USGS	08188810	2023-04-22	11.71	A	11.23	A	11.50	A	0.61	A	1330	A	927	A	1220	A	1100	A	0.73	A	0.90	A
USGS	08188810	2023-04-23	12.83	A	11.60	A	12.26	A	0.77	A	2250	A	1170	A	1770	A	1790	A	1.12	A	1.38	A
USGS	08188810	2023-04-24	13.42	A	12.60	A	13.00	A	1.33	A	2760	A	2170	A	2470	A	2500	A	1.49	A	1.60	A
USGS	08188810	2023-04-25	13.88	A	13.42	A	13.67	A	1.57	A	2990	A	2710	A	2840	A	2870	A	1.63	A	1.70	A
USGS	08188810	2023-04-26	14.12	A	13.88	A	13.97	A	1.61	A	3150	A	2910	A	3020	A	3010	A	1.68	A	1.76	A
USGS	08188810	2023-04-27	14.10	A	13.90	A	13.98	A	1.65	A	3270	A	2950	A	3080	A	3110	A	1.73	A	1.83	A
USGS	08188810	2023-04-28	13.95	A	13.66	A	13.85	A	1.60	A	3150	A	2850	A	3020	A	3000	A	1.68	A	1.76	A
USGS	08188810	2023-04-29	13.69	A	12.96	A	13.21	A	1.67	A	3150	A	2840	A	2970	A	3020	A	1.77	A	1.85	A
USGS	08188810	2023-04-30	13.07	A	12.66	A	12.83	A	1.63	A	2900	A	2660	A	2790	A	2780	A	1.68	A	1.73	A
USGS	08188810	2023-05-01	12.71	A	12.43	A	12.53	A	1.52	A	2730	A	2450	A	2620	A	2600	A	1.60	A	1.67	A
USGS	08188810	2023-05-02	12.49	A	12.30	A	12.39	A	1.48	A	2580	A	2390	A	2490	A	2490	A	1.55	A	1.61	A
USGS	08188810	2023-05-03	12.31	A	12.10	A	12.20	A	1.43	A	2510	A	2270	A	2360	A	2370	A	1.50	A	1.59	A
USGS	08188810	2023-05-04	12.10	A	11.86	A	12.01	A	1.27	A	2390	A	1970	A	2140	A	2160	A	1.38	A	1.52	A
USGS	08188810	2023-05-05	12.10	A	11.60	A	11.81	A	1.03	A	2040	A	1600	A	1840	A	1830	A	1.19	A	1.34	A
USGS	08188810	2023-05-06	11.78	A	11.38	A	11.62	A	0.84	A	1810	A	1280	A	1550	A	1550	A	1.02	A	1.20	A
USGS	08188810	2023-05-07	11.92	A	11.19	A	11.49	A	0.60	A	1510	A	936	A	1300	A	1240	A	0.82	A	1.01	A
USGS	08188810	2023-05-08	12.17	A	11.34	A	11.75	A	0.67	A	1780	A	1040	A	1460	A	1410	A	0.92	A	1.14	A
USGS	08188810	2023-05-09	12.76	A	11.98	A	12.29	A	1.09	A	2380	A	1720	A	2020	A	2020	A	1.26	A	1.44	A
USGS	08188810	2023-05-10	13.75	A	12.76	A	13.26	A	1.34	A	3040	A	2260	A	2640	A	2640	A	1.54	A	1.72	A
USGS	08188810	2023-05-11	14.36	A	13.75	A	14.12	A	1.65	A	3380	A	2920	A	3140	A	3220	A	1.77	A	1.85	A
USGS	08188810	2023-05-12	14.46	A	14.32	A	14.38	A	1.73	A	3470	A	3190	A	3320	A	3320	A	1.80	A	1.88	A
USGS	08188810	2023-05-13	14.51	A	14.33	A	14.41	A	1.72	A	3580	A	3200	A	3410	A	3410	A	1.84	A	1.94	A
USGS	08188810	2023-05-14	14.47	A	14.40	A	14.44	A	1.82	A	3580	A	3360	A	3450	A	3480	A	1.88	A	1.94	A
USGS	08188810	2023-05-15	14.53	A	14.31	A	14.40	A	1.76	A	3580	A	3260	A	3460	A	3440	A	1.86	A	1.94	A
USGS	08188810	2023-05-16	14.54	A	14.29	A	14.40	A	1.83	A	3660	A	3390	A	3540	A	3530	A	1.91	A	1.97	A
USGS	08188810	2023-05-17	14.94	A	14.53	A	14.72	A	1.85	A	3760	A	3520	A	3650	A	3640	A	1.93	A	1.99	A
USGS	08188810	2023-05-18	15.26	A	14.93	A	15.10	A	1.89	A	3920	A	3600	A	3780	A	3800	A	1.96	A	2.02	A
USGS	08188810	2023-05-19	15.29	A	15.18	A	15.25	A	1.87	A	3950	A	3690	A	3800	A	3820	A	1.96	A	2.09	A
USGS	08188810	2023-05-20	15.20	A	14.70	A	14.97	A	1.81	A	3790	A	3420	A	3650	A	3640	A	1.90	A	1.97	A
USGS	08188810	2023-05-21	14.71	A	14.34	A	14.49	A	1.82	A	3610	A	3350	A	3490	A	3480	A	1.87	A	1.93	A
USGS	08188810	2023-05-22	14.34	A	14.14	A	14.21	A	1.77	A	3510	A	3220	A	3360	A	3370	A	1.85	A	1.93	A
USGS	08188810	2023-05-23	14.16	A	13.92	A	14.00	A	1.72	A	3360	A	3090	A	3260	A	3240	A	1.80	A	1.87	A
USGS	08188810	2023-05-24	13.96	A	13.67	A	13.79	A	1.73	A	3310	A	3060	A	3200	A	3190	A	1.80	A	1.87	A
USGS	08188810	2023-05-25	13.80	A	13.64	A	13.71	A	1.72	A	3290	A	3050	A	3170	A	3170	A	1.80	A	1.87	A
USGS	08188810	2023-05-26	13.71	A	13.54	A	13.60	A	1.67	A	3220	A	2930	A	3050	A	3070	A	1.75	A	1.84	A
USGS	08188810	2023-05-27	13.61	A	13.30	A	13.39	A	1.55	A	3010	A	2660	A	2850	A	2850	A	1.65	A	1.74	A
USGS	08188810	2023-05-28	13.30	A	12.85	A	13.04	A	1.48	A	2770	A	2470	A	2630	A	2630	A	1.56	A	1.63	A
USGS	08188810	2023-05-29	12.86	A	12.67	A	12.76	A	1.37	A	2590	A	2250	A	2420	A	2420	A	1.47	A	1.56	A
USGS	08188810	2023-05-30	12.80	A	12.50	A	12.59	A	1.22	A	2400	A	2000	A	2230	A	2250	A	1.38	A	1.46	A
USGS	08188810	2023-05-31	12.57	A	12.37	A	12.47	A	1.14	A	2220	A	1850	A	2030	A	2010	A	1.25	A	1.37	A
USGS	08188810	2023-06-01	12.47	A	12.21	A	12.36	A	1.05	A	2030	A	1690	A	1880	A	1850	A	1.15	A	1.28	A
USGS	08188810	2023-06-02	12.39	A	12.12	A	12.27	A	1.05	A	1990	A	1690	A	1850	A	1850	A	1.16	A	1.26	A
USGS	08188810	2023-06-03	12.50	A	11.98	A	12.31	A	1.13	A	2050	A	1820	A	1870	A	1900	A	1.19	A	1.31	A
USGS	08188810	2023-06-04	12.47	A	12.02	A	12.15	A	1.00	A	2050	A	1580	A	1780	A	1780	A	1.13	A	1.31	A
USGS	08188810	2023-06-05	12.13	A	11.61	A	11.84	A	0.94	A	1790	A	1450	A	1620	A	1620	A	1.05	A	1.17	A
USGS	08188810	2023-06-06	11.97	A	11.48	A	11.71	A	0.88	A	1770	A	1350	A	1610	A	1540	A	1.01	A	1.14	A
USGS	08188810	2023-06-07	12.32	A	11.76	A	11.99	A	1.14	A	2020	A	1760	A	1870	A	1890	A	1.21	A	1.29	A
USGS	08188810	2023-06-08	12.66	A	12.07	A	12.34	A	1.24	A	2360	A	1960	A	2180	A	2190	A	1.37	A	1.45	A
USGS	08188810	2023-06-09	12.75	A	12.49	A	12.62	A	1.38	A	2520	A	2260	A	2350	A	2390	A	1.46	A	1.55	A
USGS	08188810	2023-06-10	12.75	A	12.33	A	12.49	A	1.30	A	2420	A	2100	A	2260	A	2270	A	1.40	A	1.48	A
USGS	08188810	2023-06-11	12.62	A	12.16	A	12.38	A	1.22	A	2270	A	1950	A	2070	A	2090	A	1.30	A	1.42	A
USGS	08188810	2023-06-12	12.41	A	11.84	A	12.03	A	0.99	A	2010	A	1540	A	1790	A	1800	A	1.15	A	1.28	A
USGS	08188810	2023-06-13	11.92	A	11.58	A	11.74	A	0.79	A	1760	A	1220	A	1460	A	1430	A	0.93	A	1.14	A
USGS	08188810	2023-06-14	11.85	A	11.35	A	11.60	A	0.69	A	1440	A	1050	A	1250	A	1240	A	0.82	A	0.97	A
USGS	08188810	2023-06-15	11.75	A	11.25	A	11.50	A	0.62	A	1320	A	942	A	1140	A	1130	A	0.75	A	0.88	A
USGS	08188810	2023-06-16	11.60	A	11.05	A	11.34	A	0.57	A	1220	A	859	A	1030	A	1070	A	0.72	A	0.83	A
USGS	08188810	2023-06-17	11.35	A	10.52	A	11.02	A	0.14	A	1180	A	194	A	835	A	797	A	0.55	A	0.82	A
USGS	08188810	2023-06-18	11.46	A	10.69	A	11.03	A	0.42	A	905	A	615	A	736	A	746	A	0.51	A	0.64	A
USGS	08188810	2023-06-19	11.34	A	10.73	A	11.02	A	0.39	A	836	A	577	A	709	A	712	A	0.49	A	0.59	A
USGS	08188810	2023-06-20	11.26	A	10.70	A	11.05	A	0.35	A	883	A	519	A	710	A	707	A	0.49	A	0.62	A
USGS	08188810	2023-06-21	11.21	A	10.57	A	10.91	A	0.35	A	837	A	506	A	685	A	698	A	0.49	A	0.59	A
USGS	08188810	2023-06-22	11.76	A	10.44	A	10.84	A	0.03	A	1090	A	41.9	A	655	A	658	A	0.46	A	0.78	A
USGS	08188810	2023-06-23	11.07	A	10.46	A	10.73	A	0.34	A	758	A	487	A	628	A	617	A	0.44	A	0.54	A
USGS	08188810	2023-06-24	10.95	A	10.33	A	10.69	A	0.36	A	800	A	517	A	614	A	615	A	0.44	A	0.58	A
USGS	08188810	2023-06-25	10.90	A	10.48	A	10.73	A	0.35	A	727	A	494	A	600	A	590	A	0.42	A	0.52	A
USGS	08188810	2023-06-26	11.42	A	10.51	A	10.72	A	0.19	A	1240	A	269	A	580	A	594	A	0.42	A	0.83	A
USGS	08188810	2023-06-27	10.83	A	10.45	A	10.67	A	0.29	A	642	A	408	A	518	A	514	A	0.37	A	0.46	A
USGS	08188810	2023-06-28	10.71	A	10.30	A	10.52	A	0.29	A	578	A	412	A	486	A	488	A	0.35	A	0.42	A
USGS	08188810	2023-06-29	10.78	A	10.27	A	10.52	A	0.25	A	569	A	351	A	449	A	451	A	0.32	A	0.41	A
USGS	08188810	2023-06-30	10.82	A	10.47	A	10.64	A	0.22	A	467	A	305	A	429	A	410	A	0.29	A	0.33	A
USGS	08188810	2023-07-01	11.17	A	10.37	A	10.68	A	0.24	A	588	A	343	A	439	A	446	A	0.32	A	0.43	A
USGS	08188810	2023-07-02	10.93	A	10.15	A	10.58	A	0.20	A	593	A	282	A	410	A	415	A	0.30	A	0.43	A
USGS	08188810	2023-07-03	10.88	A	10.12	A	10.57	A	0.15	A	545	A	214	A	352	A	351	A	0.25	A	0.40	A
USGS	08188810	2023-07-04	11.23	A	10.24	A	10.72	A	0.13	A	486	A	193	A	330	A	321	A	0.23	A	0.35	A
USGS	08188810	2023-07-05	11.08	A	10.36	A	10.70	A	0.07	A	497	A	104	A	334	A	348	A	0.25	A	0.36	A
USGS	08188810	2023-07-06	11.54	A	10.51	A	10.82	A	-0.08	A	660	A	-114	A	350	A	351	A	0.25	A	0.47	A
